customer_id,first_name,last_name,email,region,signup_date
CUST-00042,FirstName42,LastName42,customer42@example.com,Midwest,2025-12-19
CUST-00043,FirstName43,LastName43,customer43@example.com,Northeast,2025-09-15
CUST-00044,FirstName44,LastName44,customer44@example.com,Southeast,2025-06-30
CUST-00045,FirstName45,LastName45,customer45@example.com,Southeast,2024-06-16
CUST-00046,FirstName46,LastName46,customer46@example.com,Southwest,2025-01-23
CUST-00047,FirstName47,LastName47,customer47@example.com,Midwest,2025-10-17
CUST-00048,FirstName48,LastName48,customer48@example.com,West,2024-08-12
CUST-00049,FirstName49,LastName49,customer49@example.com,Midwest,2026-05-13
CUST-00050,FirstName50,LastName50,customer50@example.com,Northeast,2024-08-22
CUST-00051,FirstName51,LastName51,customer51@example.com,Northeast,2026-04-04
CUST-00052,FirstName52,LastName52,customer52@example.com,Midwest,2025-02-14
CUST-00053,FirstName53,LastName53,customer53@example.com,Midwest,2024-03-08
CUST-00054,FirstName54,LastName54,customer54@example.com,Southeast,2025-08-03
CUST-00055,FirstName55,LastName55,customer55@example.com,Midwest,2024-08-05
CUST-00056,FirstName56,LastName56,customer56@example.com,Southwest,2025-02-09
CUST-00057,FirstName57,LastName57,customer57@example.com,Southwest,2024-05-26
CUST-00058,FirstName58,LastName58,customer58@example.com,Midwest,2024-05-22
CUST-00059,FirstName59,LastName59,customer59@example.com,Southeast,2026-02-01
CUST-00060,FirstName60,LastName60,customer60@example.com,West,2025-07-05
CUST-00061,FirstName61,LastName61,customer61@example.com,Midwest,2026-02-03
CUST-00062,FirstName62,LastName62,customer62@example.com,West,2025-03-14
CUST-00063,FirstName63,LastName63,customer63@example.com,West,2025-02-12
CUST-00064,FirstName64,LastName64,customer64@example.com,Midwest,2024-08-12
CUST-00065,FirstName65,LastName65,customer65@example.com,Southeast,2025-06-05
CUST-00066,FirstName66,LastName66,customer66@example.com,Southwest,2024-04-03
CUST-00067,FirstName67,LastName67,customer67@example.com,Northeast,2026-05-31
CUST-00068,FirstName68,LastName68,customer68@example.com,Northeast,2024-06-05
CUST-00069,FirstName69,LastName69,customer69@example.com,Southeast,2026-03-22
CUST-00070,FirstName70,LastName70,customer70@example.com,Southwest,2025-09-02
CUST-00071,FirstName71,LastName71,customer71@example.com,Northeast,2025-01-29
CUST-00072,FirstName72,LastName72,customer72@example.com,Southwest,2025-09-02
CUST-00073,FirstName73,LastName73,customer73@example.com,Southwest,2025-06-25
CUST-00074,FirstName74,LastName74,customer74@example.com,Midwest,2025-07-20
CUST-00075,FirstName75,LastName75,customer75@example.com,Northeast,2025-11-27
CUST-00076,FirstName76,LastName76,customer76@example.com,Northeast,2025-11-29
CUST-00077,FirstName77,LastName77,customer77@example.com,West,2026-02-07
CUST-00078,FirstName78,LastName78,customer78@example.com,Midwest,2026-02-26
CUST-00079,FirstName79,LastName79,customer79@example.com,Midwest,2024-04-24
CUST-00080,FirstName80,LastName80,customer80@example.com,Midwest,2025-03-21
CUST-00081,FirstName81,LastName81,customer81@example.com,Southeast,2025-04-09
CUST-00082,FirstName82,LastName82,customer82@example.com,Northeast,2026-01-09
CUST-00083,FirstName83,LastName83,customer83@example.com,Midwest,2025-05-27
CUST-00084,FirstName84,LastName84,customer84@example.com,Southeast,2025-06-03
CUST-00085,FirstName85,LastName85,customer85@example.com,Northeast,2026-06-10
CUST-00086,FirstName86,LastName86,customer86@example.com,Midwest,2026-05-11
CUST-00087,FirstName87,LastName87,customer87@example.com,West,2025-09-15
CUST-00088,FirstName88,LastName88,customer88@example.com,Southeast,2024-06-05
CUST-00089,FirstName89,LastName89,customer89@example.com,Midwest,2026-02-19
CUST-00090,FirstName90,LastName90,customer90@example.com,Southeast,2025-07-06
CUST-00091,FirstName91,LastName91,customer91@example.com,West,2024-01-01
CUST-00092,FirstName92,LastName92,customer92@example.com,West,2024-11-27
CUST-00093,FirstName93,LastName93,customer93@example.com,Southwest,2024-01-20
CUST-00094,FirstName94,LastName94,customer94@example.com,Northeast,2025-01-06
CUST-00095,FirstName95,LastName95,customer95@example.com,Midwest,2024-09-02
CUST-00096,FirstName96,LastName96,customer96@example.com,Northeast,2024-09-03
CUST-00097,FirstName97,LastName97,customer97@example.com,West,2024-03-21
CUST-00098,FirstName98,LastName98,customer98@example.com,Northeast,2026-01-19
CUST-00099,FirstName99,LastName99,customer99@example.com,Southwest,2026-04-15
CUST-00100,FirstName100,LastName100,customer100@example.com,Northeast,2026-02-17
CUST-00101,FirstName101,LastName101,customer101@example.com,West,2026-02-23
CUST-00102,FirstName102,LastName102,customer102@example.com,Southeast,2024-05-11
CUST-00103,FirstName103,LastName103,customer103@example.com,Southwest,2025-07-16
CUST-00104,FirstName104,LastName104,customer104@example.com,Southeast,2024-09-28
CUST-00105,FirstName105,LastName105,customer105@example.com,West,2026-06-12
CUST-00106,FirstName106,LastName106,customer106@example.com,West,2025-03-09
CUST-00107,FirstName107,LastName107,customer107@example.com,Southeast,2025-07-06
CUST-00108,FirstName108,LastName108,customer108@example.com,Southeast,2025-12-31
CUST-00109,FirstName109,LastName109,customer109@example.com,Midwest,2025-02-12
CUST-00110,FirstName110,LastName110,customer110@example.com,Midwest,2025-03-24
CUST-00111,FirstName111,LastName111,customer111@example.com,West,2025-04-07
CUST-00112,FirstName112,LastName112,customer112@example.com,Northeast,2024-09-10
CUST-00113,FirstName113,LastName113,customer113@example.com,Southeast,2024-03-06
CUST-00114,FirstName114,LastName114,customer114@example.com,Midwest,2024-01-22
CUST-00115,FirstName115,LastName115,customer115@example.com,West,2025-07-21
CUST-00116,FirstName116,LastName116,customer116@example.com,Southeast,2025-08-25
CUST-00117,FirstName117,LastName117,customer117@example.com,Southeast,2024-01-08
CUST-00118,FirstName118,LastName118,customer118@example.com,Northeast,2025-12-25
CUST-00119,FirstName119,LastName119,customer119@example.com,Northeast,2024-08-22
CUST-00120,FirstName120,LastName120,customer120@example.com,Northeast,2024-02-02
CUST-00121,FirstName121,LastName121,customer121@example.com,Midwest,2024-03-13
CUST-00122,FirstName122,LastName122,customer122@example.com,West,2024-08-31
CUST-00123,FirstName123,LastName123,customer123@example.com,Midwest,2025-11-16
CUST-00124,FirstName124,LastName124,customer124@example.com,Southwest,2024-08-07
CUST-00125,FirstName125,LastName125,customer125@example.com,West,2024-05-15
CUST-00126,FirstName126,LastName126,customer126@example.com,West,2025-08-13
CUST-00127,FirstName127,LastName127,customer127@example.com,Southwest,2024-09-05
CUST-00128,FirstName128,LastName128,customer128@example.com,Southwest,2026-04-06
CUST-00129,FirstName129,LastName129,customer129@example.com,Southwest,2024-07-13
CUST-00130,FirstName130,LastName130,customer130@example.com,Northeast,2024-04-09
CUST-00131,FirstName131,LastName131,customer131@example.com,Southwest,2024-12-28
CUST-00132,FirstName132,LastName132,customer132@example.com,Southwest,2025-02-24
CUST-00133,FirstName133,LastName133,customer133@example.com,Southwest,2026-06-03
CUST-00134,FirstName134,LastName134,customer134@example.com,Northeast,2025-11-20
CUST-00135,FirstName135,LastName135,customer135@example.com,Northeast,2024-03-03
CUST-00136,FirstName136,LastName136,customer136@example.com,Southwest,2026-01-15
CUST-00137,FirstName137,LastName137,customer137@example.com,Midwest,2026-03-30
CUST-00138,FirstName138,LastName138,customer138@example.com,Northeast,2024-09-11
CUST-00139,FirstName139,LastName139,customer139@example.com,Southeast,2024-07-13
CUST-00140,FirstName140,LastName140,customer140@example.com,West,2025-04-04
CUST-00141,FirstName141,LastName141,customer141@example.com,Southeast,2025-03-08
CUST-00142,FirstName142,LastName142,customer142@example.com,Southeast,2024-10-12
CUST-00143,FirstName143,LastName143,customer143@example.com,Southwest,2024-09-12
CUST-00144,FirstName144,LastName144,customer144@example.com,Northeast,2025-03-29
CUST-00145,FirstName145,LastName145,customer145@example.com,West,2024-04-10
CUST-00146,FirstName146,LastName146,customer146@example.com,Northeast,2025-10-29
CUST-00147,FirstName147,LastName147,customer147@example.com,West,2026-05-06
CUST-00148,FirstName148,LastName148,customer148@example.com,Northeast,2024-04-05
CUST-00149,FirstName149,LastName149,customer149@example.com,Southeast,2024-06-19
CUST-00150,FirstName150,LastName150,customer150@example.com,Southwest,2025-05-12
CUST-00151,FirstName151,LastName151,customer151@example.com,Southwest,2024-08-06
CUST-00152,FirstName152,LastName152,customer152@example.com,Southwest,2024-03-01
CUST-00153,FirstName153,LastName153,customer153@example.com,Southeast,2025-01-23
CUST-00154,FirstName154,LastName154,customer154@example.com,Northeast,2025-02-03
CUST-00155,FirstName155,LastName155,customer155@example.com,Midwest,2026-03-13
CUST-00156,FirstName156,LastName156,customer156@example.com,Southwest,2024-10-19
CUST-00157,FirstName157,LastName157,customer157@example.com,Southwest,2025-12-14
CUST-00158,FirstName158,LastName158,customer158@example.com,West,2025-11-08
CUST-00159,FirstName159,LastName159,customer159@example.com,Southwest,2024-06-07
CUST-00160,FirstName160,LastName160,customer160@example.com,Southeast,2024-10-30
CUST-00161,FirstName161,LastName161,customer161@example.com,Southeast,2024-02-29
CUST-00162,FirstName162,LastName162,customer162@example.com,West,2026-01-23
CUST-00163,FirstName163,LastName163,customer163@example.com,West,2024-03-03
CUST-00164,FirstName164,LastName164,customer164@example.com,Midwest,2024-02-28
CUST-00165,FirstName165,LastName165,customer165@example.com,Northeast,2025-08-21
CUST-00166,FirstName166,LastName166,customer166@example.com,Southwest,2025-05-29
CUST-00167,FirstName167,LastName167,customer167@example.com,West,2024-06-10
CUST-00168,FirstName168,LastName168,customer168@example.com,Northeast,2025-06-04
CUST-00169,FirstName169,LastName169,customer169@example.com,Northeast,2026-05-21
CUST-00170,FirstName170,LastName170,customer170@example.com,Southeast,2024-03-11
CUST-00171,FirstName171,LastName171,customer171@example.com,West,2024-03-10
CUST-00172,FirstName172,LastName172,customer172@example.com,Southeast,2025-02-17
CUST-00173,FirstName173,LastName173,customer173@example.com,Northeast,2026-06-30
CUST-00174,FirstName174,LastName174,customer174@example.com,West,2024-09-09
CUST-00175,FirstName175,LastName175,customer175@example.com,West,2025-08-31
CUST-00176,FirstName176,LastName176,customer176@example.com,Northeast,2025-09-26
CUST-00177,FirstName177,LastName177,customer177@example.com,Northeast,2025-03-05
CUST-00178,FirstName178,LastName178,customer178@example.com,West,2025-08-01
CUST-00179,FirstName179,LastName179,customer179@example.com,West,2024-11-19
CUST-00180,FirstName180,LastName180,customer180@example.com,Midwest,2024-07-28
CUST-00181,FirstName181,LastName181,customer181@example.com,Midwest,2024-09-01
CUST-00182,FirstName182,LastName182,customer182@example.com,Midwest,2025-02-09
CUST-00183,FirstName183,LastName183,customer183@example.com,Southeast,2025-11-18
CUST-00184,FirstName184,LastName184,customer184@example.com,Midwest,2025-04-13
CUST-00185,FirstName185,LastName185,customer185@example.com,Midwest,2026-02-08
CUST-00186,FirstName186,LastName186,customer186@example.com,Northeast,2024-01-10
CUST-00187,FirstName187,LastName187,customer187@example.com,Southwest,2025-09-28
CUST-00188,FirstName188,LastName188,customer188@example.com,West,2024-04-12
CUST-00189,FirstName189,LastName189,customer189@example.com,Northeast,2025-07-04
CUST-00190,FirstName190,LastName190,customer190@example.com,Southeast,2025-06-02
CUST-00191,FirstName191,LastName191,customer191@example.com,Midwest,2024-05-15
CUST-00192,FirstName192,LastName192,customer192@example.com,Midwest,2026-06-21
CUST-00193,FirstName193,LastName193,customer193@example.com,Northeast,2026-06-19
CUST-00194,FirstName194,LastName194,customer194@example.com,Southeast,2025-01-13
CUST-00195,FirstName195,LastName195,customer195@example.com,Midwest,2024-06-10
CUST-00196,FirstName196,LastName196,customer196@example.com,Southwest,2026-05-03
CUST-00197,FirstName197,LastName197,customer197@example.com,West,2025-12-21
CUST-00198,FirstName198,LastName198,customer198@example.com,Midwest,2025-09-18
CUST-00199,FirstName199,LastName199,customer199@example.com,West,2024-01-09
CUST-00200,FirstName200,LastName200,customer200@example.com,West,2024-11-02
CUST-00201,FirstName201,LastName201,customer201@example.com,Northeast,2026-06-18
CUST-00202,FirstName202,LastName202,customer202@example.com,Southeast,2024-09-27
CUST-00203,FirstName203,LastName203,customer203@example.com,Northeast,2026-06-30
CUST-00204,FirstName204,LastName204,customer204@example.com,Northeast,2026-01-30
CUST-00205,FirstName205,LastName205,customer205@example.com,West,2024-06-08
CUST-00206,FirstName206,LastName206,customer206@example.com,Midwest,2024-10-15
CUST-00207,FirstName207,LastName207,customer207@example.com,West,2024-08-03
CUST-00208,FirstName208,LastName208,customer208@example.com,Midwest,2024-07-27
CUST-00209,FirstName209,LastName209,customer209@example.com,Midwest,2025-06-01
CUST-00210,FirstName210,LastName210,customer210@example.com,Southwest,2024-09-14
CUST-00211,FirstName211,LastName211,customer211@example.com,Northeast,2024-04-04
CUST-00212,FirstName212,LastName212,customer212@example.com,Southwest,2026-04-29
CUST-00213,FirstName213,LastName213,customer213@example.com,Midwest,2024-02-15
CUST-00214,FirstName214,LastName214,customer214@example.com,Northeast,2024-12-07
CUST-00215,FirstName215,LastName215,customer215@example.com,Southeast,2025-10-14
CUST-00216,FirstName216,LastName216,customer216@example.com,Midwest,2024-06-14
CUST-00217,FirstName217,LastName217,customer217@example.com,Southwest,2025-07-18
CUST-00218,FirstName218,LastName218,customer218@example.com,Southwest,2025-07-28
CUST-00219,FirstName219,LastName219,customer219@example.com,Northeast,2024-04-24
CUST-00220,FirstName220,LastName220,customer220@example.com,Northeast,2026-06-23
CUST-00221,FirstName221,LastName221,customer221@example.com,Southeast,2025-07-12
CUST-00222,FirstName222,LastName222,customer222@example.com,Northeast,2026-05-04
CUST-00223,FirstName223,LastName223,customer223@example.com,Midwest,2025-08-19
CUST-00224,FirstName224,LastName224,customer224@example.com,West,2024-05-31
CUST-00225,FirstName225,LastName225,customer225@example.com,Southwest,2024-05-10
CUST-00226,FirstName226,LastName226,customer226@example.com,Northeast,2024-11-11
CUST-00227,FirstName227,LastName227,customer227@example.com,Midwest,2026-03-26
CUST-00228,FirstName228,LastName228,customer228@example.com,Northeast,2025-01-01
CUST-00229,FirstName229,LastName229,customer229@example.com,Southeast,2025-11-29
CUST-00230,FirstName230,LastName230,customer230@example.com,Southeast,2025-11-13
CUST-00231,FirstName231,LastName231,customer231@example.com,Northeast,2024-12-28
CUST-00232,FirstName232,LastName232,customer232@example.com,West,2026-06-24
CUST-00233,FirstName233,LastName233,customer233@example.com,Southwest,2025-09-27
CUST-00234,FirstName234,LastName234,customer234@example.com,Southeast,2024-08-30
CUST-00235,FirstName235,LastName235,customer235@example.com,Southeast,2026-03-30
CUST-00236,FirstName236,LastName236,customer236@example.com,Southeast,2026-06-21
CUST-00237,FirstName237,LastName237,customer237@example.com,Southwest,2024-01-26
CUST-00238,FirstName238,LastName238,customer238@example.com,Southeast,2026-01-24
CUST-00239,FirstName239,LastName239,customer239@example.com,Midwest,2026-03-12
CUST-00240,FirstName240,LastName240,customer240@example.com,Southwest,2026-04-01
CUST-00241,FirstName241,LastName241,customer241@example.com,Southeast,2024-09-30
CUST-00242,FirstName242,LastName242,customer242@example.com,Southeast,2026-03-17
CUST-00243,FirstName243,LastName243,customer243@example.com,Northeast,2025-01-26
CUST-00244,FirstName244,LastName244,customer244@example.com,Northeast,2026-05-29
CUST-00245,FirstName245,LastName245,customer245@example.com,Southwest,2024-08-15
CUST-00246,FirstName246,LastName246,customer246@example.com,Southeast,2026-04-16
CUST-00247,FirstName247,LastName247,customer247@example.com,Southwest,2024-12-24
CUST-00248,FirstName248,LastName248,customer248@example.com,Midwest,2026-04-20
CUST-00249,FirstName249,LastName249,customer249@example.com,Southeast,2024-08-16
CUST-00250,FirstName250,LastName250,customer250@example.com,Northeast,2025-11-06
CUST-00251,FirstName251,LastName251,customer251@example.com,Southeast,2025-02-12
CUST-00252,FirstName252,LastName252,customer252@example.com,Midwest,2024-10-12
CUST-00253,FirstName253,LastName253,customer253@example.com,Northeast,2026-03-02
CUST-00254,FirstName254,LastName254,customer254@example.com,Midwest,2024-12-25
CUST-00255,FirstName255,LastName255,customer255@example.com,West,2025-02-13
CUST-00256,FirstName256,LastName256,customer256@example.com,West,2024-12-05
CUST-00257,FirstName257,LastName257,customer257@example.com,Northeast,2024-04-28
CUST-00258,FirstName258,LastName258,customer258@example.com,Midwest,2024-07-01
CUST-00259,FirstName259,LastName259,customer259@example.com,West,2024-09-28
CUST-00260,FirstName260,LastName260,customer260@example.com,Northeast,2024-04-21
CUST-00261,FirstName261,LastName261,customer261@example.com,West,2025-03-20
CUST-00262,FirstName262,LastName262,customer262@example.com,Midwest,2026-01-16
CUST-00263,FirstName263,LastName263,customer263@example.com,Midwest,2025-03-22
CUST-00264,FirstName264,LastName264,customer264@example.com,West,2025-06-07
CUST-00265,FirstName265,LastName265,customer265@example.com,Northeast,2025-01-29
CUST-00266,FirstName266,LastName266,customer266@example.com,West,2024-07-13
CUST-00267,FirstName267,LastName267,customer267@example.com,Midwest,2024-02-15
CUST-00268,FirstName268,LastName268,customer268@example.com,Southwest,2024-01-02
CUST-00269,FirstName269,LastName269,customer269@example.com,West,2026-04-05
CUST-00270,FirstName270,LastName270,customer270@example.com,West,2025-12-04
CUST-00271,FirstName271,LastName271,customer271@example.com,Southeast,2025-01-07
CUST-00272,FirstName272,LastName272,customer272@example.com,Southwest,2024-03-12
CUST-00273,FirstName273,LastName273,customer273@example.com,Midwest,2025-09-30
CUST-00274,FirstName274,LastName274,customer274@example.com,Midwest,2025-11-10
CUST-00275,FirstName275,LastName275,customer275@example.com,Northeast,2026-01-07
CUST-00276,FirstName276,LastName276,customer276@example.com,Midwest,2025-06-03
CUST-00277,FirstName277,LastName277,customer277@example.com,Midwest,2025-11-13
CUST-00278,FirstName278,LastName278,customer278@example.com,Southwest,2024-11-30
CUST-00279,FirstName279,LastName279,customer279@example.com,Southwest,2025-12-14
CUST-00280,FirstName280,LastName280,customer280@example.com,Midwest,2025-07-21
CUST-00281,FirstName281,LastName281,customer281@example.com,Southeast,2024-07-15
CUST-00282,FirstName282,LastName282,customer282@example.com,Southwest,2025-11-11
CUST-00283,FirstName283,LastName283,customer283@example.com,Southwest,2025-11-24
CUST-00284,FirstName284,LastName284,customer284@example.com,Southeast,2025-09-22
CUST-00285,FirstName285,LastName285,customer285@example.com,West,2024-11-04
CUST-00286,FirstName286,LastName286,customer286@example.com,Southwest,2025-07-15
CUST-00287,FirstName287,LastName287,customer287@example.com,Northeast,2024-11-07
CUST-00288,FirstName288,LastName288,customer288@example.com,Midwest,2024-08-03
CUST-00289,FirstName289,LastName289,customer289@example.com,Southwest,2026-03-15
CUST-00290,FirstName290,LastName290,customer290@example.com,West,2025-09-13
CUST-00291,FirstName291,LastName291,customer291@example.com,Midwest,2025-04-21
CUST-00292,FirstName292,LastName292,customer292@example.com,Southwest,2025-03-28
CUST-00293,FirstName293,LastName293,customer293@example.com,Southeast,2025-06-07
CUST-00294,FirstName294,LastName294,customer294@example.com,Southwest,2026-03-23
CUST-00295,FirstName295,LastName295,customer295@example.com,Southeast,2025-11-05
CUST-00296,FirstName296,LastName296,customer296@example.com,Northeast,2024-10-17
CUST-00297,FirstName297,LastName297,customer297@example.com,West,2025-11-10
CUST-00298,FirstName298,LastName298,customer298@example.com,West,2024-12-09
CUST-00299,FirstName299,LastName299,customer299@example.com,Northeast,2026-04-18
CUST-00300,FirstName300,LastName300,customer300@example.com,Southeast,2025-11-19
CUST-00301,FirstName301,LastName301,customer301@example.com,Midwest,2024-08-18
CUST-00302,FirstName302,LastName302,customer302@example.com,Southeast,2024-05-30
CUST-00303,FirstName303,LastName303,customer303@example.com,Northeast,2024-02-17
CUST-00304,FirstName304,LastName304,customer304@example.com,Southeast,2025-05-01
CUST-00305,FirstName305,LastName305,customer305@example.com,West,2026-05-20
CUST-00306,FirstName306,LastName306,customer306@example.com,Northeast,2025-04-11
CUST-00307,FirstName307,LastName307,customer307@example.com,Southwest,2026-06-26
CUST-00308,FirstName308,LastName308,customer308@example.com,West,2024-07-18
CUST-00309,FirstName309,LastName309,customer309@example.com,Southwest,2025-05-21
CUST-00310,FirstName310,LastName310,customer310@example.com,Southwest,2024-09-06
CUST-00311,FirstName311,LastName311,customer311@example.com,Southeast,2025-11-02
CUST-00312,FirstName312,LastName312,customer312@example.com,Northeast,2026-02-07
CUST-00313,FirstName313,LastName313,customer313@example.com,Northeast,2026-03-08
CUST-00314,FirstName314,LastName314,customer314@example.com,Southwest,2024-08-12
CUST-00315,FirstName315,LastName315,customer315@example.com,Southeast,2026-04-03
CUST-00316,FirstName316,LastName316,customer316@example.com,West,2025-04-20
CUST-00317,FirstName317,LastName317,customer317@example.com,Northeast,2025-07-24
CUST-00318,FirstName318,LastName318,customer318@example.com,Southeast,2026-05-18
CUST-00319,FirstName319,LastName319,customer319@example.com,Northeast,2025-04-12
CUST-00320,FirstName320,LastName320,customer320@example.com,Southeast,2026-03-31
CUST-00321,FirstName321,LastName321,customer321@example.com,Southwest,2025-11-14
CUST-00322,FirstName322,LastName322,customer322@example.com,West,2025-07-26
CUST-00323,FirstName323,LastName323,customer323@example.com,West,2024-11-20
CUST-00324,FirstName324,LastName324,customer324@example.com,Southwest,2025-09-19
CUST-00325,FirstName325,LastName325,customer325@example.com,West,2025-03-12
CUST-00326,FirstName326,LastName326,customer326@example.com,West,2025-04-01
CUST-00327,FirstName327,LastName327,customer327@example.com,Southeast,2026-01-31
CUST-00328,FirstName328,LastName328,customer328@example.com,Southwest,2025-04-05
CUST-00329,FirstName329,LastName329,customer329@example.com,Midwest,2026-02-08
CUST-00330,FirstName330,LastName330,customer330@example.com,Southeast,2026-05-10
CUST-00331,FirstName331,LastName331,customer331@example.com,Midwest,2026-02-23
CUST-00332,FirstName332,LastName332,customer332@example.com,West,2025-05-11
CUST-00333,FirstName333,LastName333,customer333@example.com,Southeast,2024-10-08
CUST-00334,FirstName334,LastName334,customer334@example.com,Southwest,2024-03-20
CUST-00335,FirstName335,LastName335,customer335@example.com,Midwest,2024-08-28
CUST-00336,FirstName336,LastName336,customer336@example.com,Midwest,2024-12-09
CUST-00337,FirstName337,LastName337,customer337@example.com,Midwest,2025-07-07
CUST-00338,FirstName338,LastName338,customer338@example.com,Northeast,2024-05-21
CUST-00339,FirstName339,LastName339,customer339@example.com,Southeast,2024-08-24
CUST-00340,FirstName340,LastName340,customer340@example.com,Southwest,2025-12-11
CUST-00341,FirstName341,LastName341,customer341@example.com,Southeast,2025-12-24
CUST-00342,FirstName342,LastName342,customer342@example.com,Southeast,2024-03-06
CUST-00343,FirstName343,LastName343,customer343@example.com,Southwest,2025-02-21
CUST-00344,FirstName344,LastName344,customer344@example.com,Midwest,2025-07-09
CUST-00345,FirstName345,LastName345,customer345@example.com,Southwest,2025-03-01
CUST-00346,FirstName346,LastName346,customer346@example.com,Northeast,2024-07-30
CUST-00347,FirstName347,LastName347,customer347@example.com,Southwest,2025-02-02
CUST-00348,FirstName348,LastName348,customer348@example.com,West,2025-12-13
CUST-00349,FirstName349,LastName349,customer349@example.com,Northeast,2026-05-27
CUST-00350,FirstName350,LastName350,customer350@example.com,West,2025-01-24
CUST-00351,FirstName351,LastName351,customer351@example.com,Southwest,2024-01-07
CUST-00352,FirstName352,LastName352,customer352@example.com,Midwest,2024-11-01
CUST-00353,FirstName353,LastName353,customer353@example.com,Southwest,2026-05-23
CUST-00354,FirstName354,LastName354,customer354@example.com,Southwest,2025-07-05
CUST-00355,FirstName355,LastName355,customer355@example.com,West,2026-03-30
CUST-00356,FirstName356,LastName356,customer356@example.com,West,2024-08-13
CUST-00357,FirstName357,LastName357,customer357@example.com,Southwest,2024-08-12
CUST-00358,FirstName358,LastName358,customer358@example.com,Midwest,2025-03-22
CUST-00359,FirstName359,LastName359,customer359@example.com,Southwest,2024-01-30
CUST-00360,FirstName360,LastName360,customer360@example.com,Southwest,2024-12-10
CUST-00361,FirstName361,LastName361,customer361@example.com,Southwest,2026-01-11
CUST-00362,FirstName362,LastName362,customer362@example.com,Southeast,2026-05-10
CUST-00363,FirstName363,LastName363,customer363@example.com,Southwest,2024-05-10
CUST-00364,FirstName364,LastName364,customer364@example.com,West,2025-06-30
CUST-00365,FirstName365,LastName365,customer365@example.com,Northeast,2025-02-07
CUST-00366,FirstName366,LastName366,customer366@example.com,West,2025-07-31
CUST-00367,FirstName367,LastName367,customer367@example.com,Northeast,2024-03-26
CUST-00368,FirstName368,LastName368,customer368@example.com,Southwest,2024-05-18
CUST-00369,FirstName369,LastName369,customer369@example.com,Southwest,2024-07-05
CUST-00370,FirstName370,LastName370,customer370@example.com,Northeast,2024-09-23
CUST-00371,FirstName371,LastName371,customer371@example.com,Southwest,2024-12-01
CUST-00372,FirstName372,LastName372,customer372@example.com,Southeast,2025-04-10
